SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 3:02 PM

STIMULUS, REAL, IMAGINARY

8.560000E+6,    -2.423674E-5,    -1.314729E-4
8.566250E+6,    -9.864569E-6,    -1.513585E-4
8.572500E+6,    -1.331419E-5,    -1.231730E-4
8.578750E+6,    1.148134E-5,    -1.220256E-4
8.585000E+6,    2.622604E-6,    -1.459345E-4
8.591250E+6,    -1.148134E-5,    -1.386777E-4
8.597500E+6,    -3.091991E-6,    -1.499727E-4
8.603750E+6,    -6.295741E-6,    -1.344681E-4
8.610000E+6,    -1.536310E-5,    -1.581237E-4
8.616250E+6,    -1.624227E-5,    -1.454875E-4
8.622500E+6,    4.172325E-7,    -1.330003E-4
8.628750E+6,    -5.550683E-6,    -1.371428E-4
8.635000E+6,    -1.953542E-5,    -1.422390E-4
8.641250E+6,    3.792346E-6,    -1.513734E-4
8.647500E+6,    3.166497E-6,    -1.262277E-4
8.653750E+6,    -8.560717E-6,    -1.342222E-4
8.660000E+6,    -1.108646E-5,    -1.313463E-4
8.666250E+6,    4.671514E-6,    -1.545772E-4
8.672500E+6,    -1.148880E-5,    -1.312867E-4
8.678750E+6,    -1.391023E-5,    -1.410693E-4
8.685000E+6,    9.171665E-6,    -1.377836E-4
8.691250E+6,    -1.210719E-5,    -1.313239E-4
8.697500E+6,    -1.454353E-5,    -1.409128E-4
8.703750E+6,    2.428889E-6,    -1.292452E-4
8.710000E+6,    -7.458031E-6,    -1.273602E-4
8.716250E+6,    8.195639E-8,    -1.390055E-4
8.722500E+6,    -1.266599E-7,    -1.390800E-4
8.728750E+6,    -8.285046E-6,    -1.525730E-4
8.735000E+6,    -1.873821E-5,    -1.631752E-4
8.741250E+6,    -7.010996E-6,    -1.303926E-4
8.747500E+6,    -9.380281E-6,    -1.398996E-4
8.753750E+6,    -1.680106E-6,    -1.136437E-4
8.760000E+6,    -8.001924E-6,    -1.426786E-4
8.766250E+6,    3.241003E-6,    -1.351610E-4
8.772500E+6,    6.854534E-6,    -1.411960E-4
8.778750E+6,    -1.906604E-5,    -1.531914E-4
8.785000E+6,    -4.416704E-5,    -1.399368E-4
8.791250E+6,    6.131828E-6,    -1.287013E-4
8.797500E+6,    -4.082918E-6,    -1.389682E-4
8.803750E+6,    5.617738E-6,    -1.286343E-4
8.810000E+6,    -1.837313E-5,    -1.433417E-4
8.816250E+6,    -2.067536E-5,    -1.403317E-4
8.822500E+6,    -1.258403E-5,    -1.270249E-4
8.828750E+6,    4.164875E-6,    -1.413450E-4
8.835000E+6,    1.095235E-5,    -1.532882E-4
8.841250E+6,    -1.243502E-5,    -1.424551E-4
8.847500E+6,    -1.188368E-5,    -1.299679E-4
8.853750E+6,    -2.187490E-5,    -1.275763E-4
8.860000E+6,    -2.361834E-5,    -1.525879E-4
8.866250E+6,    -6.660819E-6,    -1.261234E-4
8.872500E+6,    -1.270324E-5,    -1.171380E-4
8.878750E+6,    -2.709776E-5,    -1.620203E-4
8.885000E+6,    -1.817197E-5,    -1.362413E-4
8.891250E+6,    -3.407896E-5,    -1.371279E-4
8.897500E+6,    -3.276765E-5,    -1.399964E-4
8.903750E+6,    -4.276633E-6,    -1.479089E-4
8.910000E+6,    -1.401454E-5,    -1.453981E-4
8.916250E+6,    -9.573996E-6,    -1.387969E-4
8.922500E+6,    -1.107901E-5,    -1.230538E-4
8.928750E+6,    -1.545995E-5,    -1.451597E-4
8.935000E+6,    -1.182407E-5,    -1.513511E-4
8.941250E+6,    -6.854534E-6,    -1.323298E-4
8.947500E+6,    -7.562339E-6,    -1.605377E-4
8.953750E+6,    -2.367795E-5,    -1.609921E-4
8.960000E+6,    -3.656000E-5,    -1.675710E-4
8.966250E+6,    -1.040846E-5,    -1.573414E-4
8.972500E+6,    -1.719594E-5,    -1.449436E-4
8.978750E+6,    1.676381E-6,    -1.662821E-4
