SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 1:15 PM

STIMULUS, REAL, IMAGINARY

8.560000E+6,    -1.619011E-5,    -1.343414E-4
8.566250E+6,    -1.740456E-5,    -1.656860E-4
8.572500E+6,    -2.656877E-5,    -1.606569E-4
8.578750E+6,    -2.390891E-5,    -1.543686E-4
8.585000E+6,    1.324713E-5,    -1.589805E-4
8.591250E+6,    4.135072E-6,    -1.459196E-4
8.597500E+6,    9.983778E-7,    -1.443997E-4
8.603750E+6,    3.919005E-6,    -1.381636E-4
8.610000E+6,    -2.555549E-5,    -1.542345E-4
8.616250E+6,    -1.350045E-5,    -1.609400E-4
8.622500E+6,    -7.629395E-6,    -1.643002E-4
8.628750E+6,    -1.767278E-5,    -1.668632E-4
8.635000E+6,    8.150935E-6,    -1.492724E-4
8.641250E+6,    -1.507252E-5,    -1.686364E-4
8.647500E+6,    4.798174E-6,    -1.397952E-4
8.653750E+6,    -1.049787E-5,    -1.312718E-4
8.660000E+6,    -9.745359E-6,    -1.641661E-4
8.666250E+6,    -1.159310E-5,    -1.390576E-4
8.672500E+6,    7.510185E-6,    -1.261011E-4
8.678750E+6,    -1.949817E-5,    -1.510829E-4
8.685000E+6,    -7.174909E-6,    -1.503974E-4
8.691250E+6,    -1.005828E-5,    -1.486093E-4
8.697500E+6,    -1.737475E-5,    -1.525953E-4
8.703750E+6,    -1.829863E-5,    -1.605004E-4
8.710000E+6,    -8.925796E-6,    -1.581162E-4
8.716250E+6,    6.094575E-6,    -1.592934E-4
8.722500E+6,    -2.917647E-5,    -1.628548E-4
8.728750E+6,    -7.949769E-6,    -1.676902E-4
8.735000E+6,    -1.406670E-5,    -1.640171E-4
8.741250E+6,    -1.088530E-5,    -1.580864E-4
8.747500E+6,    -2.466887E-5,    -1.662225E-4
8.753750E+6,    -1.575053E-5,    -1.716688E-4
8.760000E+6,    -5.111098E-6,    -1.538843E-4
8.766250E+6,    -5.632639E-6,    -1.537800E-4
8.772500E+6,    -4.097819E-6,    -1.382902E-4
8.778750E+6,    -9.968877E-6,    -1.597255E-4
8.785000E+6,    -1.839548E-5,    -1.792535E-4
8.791250E+6,    -2.693385E-5,    -1.660511E-4
8.797500E+6,    -1.813471E-5,    -1.636446E-4
8.803750E+6,    -2.850592E-5,    -1.736209E-4
8.810000E+6,    -1.485646E-5,    -1.577586E-4
8.816250E+6,    -1.833588E-5,    -1.557544E-4
8.822500E+6,    -3.692508E-5,    -1.521632E-4
8.828750E+6,    -4.351139E-6,    -1.655146E-4
8.835000E+6,    -1.409650E-5,    -1.421198E-4
8.841250E+6,    -1.453608E-5,    -1.419485E-4
