SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 1:32 PM

STIMULUS, REAL, IMAGINARY

8.560000E+6,    -1.993775E-5,    -1.509041E-4
8.566250E+6,    -1.665205E-5,    -1.448914E-4
8.572500E+6,    -3.406405E-5,    -1.671240E-4
8.578750E+6,    -3.203750E-6,    -1.695380E-4
8.585000E+6,    -1.277775E-5,    -1.640990E-4
8.591250E+6,    3.635883E-6,    -1.495779E-4
8.597500E+6,    -5.587935E-6,    -1.442879E-4
8.603750E+6,    3.054738E-7,    -1.400039E-4
8.610000E+6,    -1.601875E-6,    -1.635402E-4
8.616250E+6,    -1.093745E-5,    -1.579672E-4
8.622500E+6,    1.084805E-5,    -1.627281E-4
8.628750E+6,    -1.285225E-5,    -1.733825E-4
8.635000E+6,    -1.693517E-5,    -1.793578E-4
8.641250E+6,    -1.743436E-6,    -1.806915E-4
8.647500E+6,    -5.528331E-6,    -1.458451E-4
8.653750E+6,    -8.307397E-6,    -1.440272E-4
8.660000E+6,    -1.103431E-5,    -1.672581E-4
8.666250E+6,    -8.061528E-6,    -1.694709E-4
8.672500E+6,    1.041591E-5,    -1.650527E-4
8.678750E+6,    5.185604E-6,    -1.534745E-4
8.685000E+6,    -1.761317E-5,    -1.808926E-4
8.691250E+6,    -1.893938E-5,    -1.633838E-4
8.697500E+6,    -3.844500E-6,    -1.652837E-4
8.703750E+6,    -4.872680E-6,    -1.730844E-4
8.710000E+6,    -1.571327E-5,    -1.828745E-4
8.716250E+6,    -1.059473E-5,    -1.866892E-4
8.722500E+6,    -1.678616E-5,    -1.828521E-4
8.728750E+6,    -2.178550E-5,    -1.710504E-4
8.735000E+6,    -2.247095E-5,    -1.711026E-4
8.741250E+6,    -3.291667E-5,    -1.728684E-4
8.747500E+6,    -9.514391E-6,    -1.632720E-4
8.753750E+6,    -9.514391E-6,    -1.633316E-4
8.760000E+6,    -4.224479E-6,    -1.672208E-4
8.766250E+6,    -1.629442E-5,    -1.844764E-4
8.772500E+6,    -3.430992E-5,    -1.725703E-4
8.778750E+6,    1.819432E-5,    -1.578480E-4
8.785000E+6,    -1.049787E-5,    -1.726598E-4
8.791250E+6,    -1.157820E-5,    -1.806468E-4
8.797500E+6,    -6.988645E-6,    -1.670793E-4
8.803750E+6,    -1.378357E-6,    -1.712367E-4
8.810000E+6,    -2.953410E-5,    -1.683533E-4
8.816250E+6,    -3.695488E-6,    -1.614019E-4
8.822500E+6,    -1.665205E-5,    -1.785606E-4
8.828750E+6,    -1.390278E-5,    -1.805201E-4
8.835000E+6,    -1.554936E-5,    -1.881942E-4
8.841250E+6,    -1.767278E-5,    -1.782924E-4
8.847500E+6,    -4.576147E-5,    -1.927167E-4
8.853750E+6,    -2.427399E-5,    -1.742095E-4
8.860000E+6,    -1.284480E-5,    -1.824126E-4
8.866250E+6,    -2.317131E-6,    -1.732036E-4
8.872500E+6,    2.741814E-6,    -1.773089E-4
8.878750E+6,    -2.164394E-5,    -1.681522E-4
8.885000E+6,    -2.340227E-5,    -1.935884E-4
8.891250E+6,    -1.490861E-5,    -1.647472E-4
8.897500E+6,    -6.899238E-6,    -1.709834E-4
8.903750E+6,    -1.048297E-5,    -1.864955E-4
8.910000E+6,    -2.203882E-5,    -1.779422E-4
8.916250E+6,    -2.260506E-5,    -1.954958E-4
8.922500E+6,    -3.416836E-5,    -1.867190E-4
8.928750E+6,    -1.379102E-5,    -1.764596E-4
8.935000E+6,    -2.980232E-5,    -1.908615E-4
8.941250E+6,    -2.966076E-5,    -1.735613E-4
8.947500E+6,    -1.078099E-5,    -1.885742E-4
8.953750E+6,    -2.638251E-5,    -1.853183E-4
8.960000E+6,    -4.866719E-5,    -1.949072E-4
8.966250E+6,    -4.105270E-6,    -1.676604E-4
8.972500E+6,    -1.240522E-5,    -1.884252E-4
8.978750E+6,    -2.257526E-5,    -1.894683E-4
8.985000E+6,    -2.840161E-5,    -1.850203E-4
8.991250E+6,    -8.136034E-6,    -1.928806E-4
8.997500E+6,    -1.851469E-5,    -1.936406E-4
9.003750E+6,    -2.385676E-5,    -1.989827E-4
9.010000E+6,    -8.940697E-6,    -1.751333E-4
9.016250E+6,    -1.706183E-5,    -1.959056E-4
9.022500E+6,    -1.216680E-5,    -1.728907E-4
9.028750E+6,    -1.982599E-5,    -1.763254E-4
9.035000E+6,    -2.134591E-5,    -1.935661E-4
9.041250E+6,    -2.566725E-5,    -1.988038E-4
9.047500E+6,    -8.657575E-6,    -2.047345E-4
9.053750E+6,    -2.729893E-5,    -1.988187E-4
9.060000E+6,    -3.814697E-6,    -1.818538E-4
9.066250E+6,    -2.653152E-5,    -1.810417E-4
9.072500E+6,    -4.865229E-6,    -1.819208E-4
9.078750E+6,    -2.671778E-5,    -1.908392E-4
9.085000E+6,    -3.193319E-5,    -1.960918E-4
9.091250E+6,    -5.066395E-6,    -1.920909E-4
9.097500E+6,    -2.033263E-5,    -1.977012E-4
9.103750E+6,    -2.602488E-5,    -1.930296E-4
9.110000E+6,    -4.023314E-6,    -1.942813E-4
9.116250E+6,    -9.372830E-6,    -1.895279E-4
9.122500E+6,    -3.555417E-5,    -1.758561E-4
9.128750E+6,    -2.095848E-5,    -1.899451E-4
9.135000E+6,    -2.630800E-5,    -1.853481E-4
9.141250E+6,    -3.014505E-5,    -2.101511E-4
9.147500E+6,    -5.616248E-5,    -1.963079E-4
9.153750E+6,    -2.829731E-5,    -2.027377E-4
9.160000E+6,    -4.196167E-5,    -2.005249E-4
9.166250E+6,    -1.310557E-5,    -1.891702E-4
9.172500E+6,    -3.302097E-5,    -1.998618E-4
9.178750E+6,    -1.886487E-5,    -1.942888E-4
9.185000E+6,    -4.698336E-5,    -1.876429E-4
9.191250E+6,    -2.682209E-5,    -2.069101E-4
9.197500E+6,    -3.455579E-5,    -1.997054E-4
9.203750E+6,    -1.793355E-5,    -1.966953E-4
9.210000E+6,    -1.801550E-5,    -2.067164E-4
9.216250E+6,    -4.073977E-5,    -2.046376E-4
9.222500E+6,    -4.090369E-5,    -2.242476E-4
9.228750E+6,    -2.738088E-5,    -1.991987E-4
9.235000E+6,    -2.273917E-5,    -2.140254E-4
9.241250E+6,    -4.512072E-5,    -2.117306E-4
9.247500E+6,    -3.331900E-5,    -2.040714E-4
9.253750E+6,    -3.099442E-5,    -2.064556E-4
9.260000E+6,    -2.675503E-5,    -1.915917E-4
9.266250E+6,    -2.512336E-5,    -2.236068E-4
9.272500E+6,    -3.497303E-5,    -2.039969E-4
9.278750E+6,    -2.299994E-5,    -1.962185E-4
9.285000E+6,    -2.352148E-5,    -1.963675E-4
9.291250E+6,    -4.917383E-5,    -2.210289E-4
9.297500E+6,    -5.136430E-5,    -2.086014E-4
9.303750E+6,    -4.234910E-5,    -2.086461E-4
9.310000E+6,    -1.035631E-5,    -2.013594E-4
9.316250E+6,    -3.367662E-5,    -2.186298E-4
9.322500E+6,    -2.627075E-5,    -2.159923E-4
9.328750E+6,    -4.652143E-5,    -1.956373E-4
9.335000E+6,    -4.254282E-5,    -2.106279E-4
9.341250E+6,    -6.534159E-5,    -2.272874E-4
9.347500E+6,    -6.279349E-5,    -2.101362E-4
9.353750E+6,    -3.065914E-5,    -2.033412E-4
9.360000E+6,    -2.881885E-5,    -2.160668E-4
9.366250E+6,    -2.413988E-5,    -2.209842E-4
9.372500E+6,    -4.503131E-5,    -2.101809E-4
9.378750E+6,    -3.053248E-5,    -2.055839E-4
9.385000E+6,    -5.131960E-5,    -2.245605E-4
9.391250E+6,    -4.141033E-5,    -2.149194E-4
9.397500E+6,    -3.892183E-5,    -2.075285E-4
9.403750E+6,    -3.430247E-5,    -2.029985E-4
9.410000E+6,    -4.261732E-5,    -2.148747E-4
9.416250E+6,    -3.133714E-5,    -2.278090E-4
9.422500E+6,    -4.625320E-5,    -2.120435E-4
9.428750E+6,    -6.559491E-5,    -2.333224E-4
9.435000E+6,    -3.820658E-5,    -1.900792E-4
9.441250E+6,    -3.060699E-5,    -2.301633E-4
9.447500E+6,    -1.321733E-5,    -2.187937E-4
9.453750E+6,    -3.999472E-5,    -2.321005E-4
9.460000E+6,    -4.070997E-5,    -2.318621E-4
9.466250E+6,    -2.995133E-5,    -2.225935E-4
9.472500E+6,    -3.743172E-5,    -2.144873E-4
9.478750E+6,    -3.451109E-5,    -2.071857E-4
9.485000E+6,    -5.075336E-5,    -2.109706E-4
9.491250E+6,    -5.212426E-5,    -2.208352E-4
9.497500E+6,    -5.424023E-5,    -2.080202E-4
9.503750E+6,    -4.401803E-5,    -2.313256E-4
9.510000E+6,    -3.468990E-5,    -2.096593E-4
9.516250E+6,    -2.172589E-5,    -2.256334E-4
9.522500E+6,    -3.179908E-5,    -2.249181E-4
9.528750E+6,    -4.434586E-5,    -2.213418E-4
9.535000E+6,    -4.768372E-5,    -2.512038E-4
9.541250E+6,    -6.425381E-5,    -2.320409E-4
9.547500E+6,    -3.385544E-5,    -2.245605E-4
9.553750E+6,    -3.767014E-5,    -2.318323E-4
9.560000E+6,    -5.900860E-5,    -2.394915E-4
9.566250E+6,    -4.756451E-5,    -2.210140E-4
9.572500E+6,    -3.370643E-5,    -2.498627E-4
9.578750E+6,    -6.434321E-5,    -2.238452E-4
9.585000E+6,    -4.896522E-5,    -2.204478E-4
9.591250E+6,    -4.321337E-5,    -2.513528E-4
9.597500E+6,    -4.452467E-5,    -2.382100E-4
9.603750E+6,    -5.203485E-5,    -2.524853E-4
9.610000E+6,    -3.993511E-5,    -2.339184E-4
9.616250E+6,    -5.379319E-5,    -2.621114E-4
9.622500E+6,    -5.850196E-5,    -2.338588E-4
9.628750E+6,    -5.993247E-5,    -2.217293E-4
9.635000E+6,    -3.820658E-5,    -2.263486E-4
9.641250E+6,    -4.091859E-5,    -2.359450E-4
9.647500E+6,    -4.976988E-5,    -2.247989E-4
9.653750E+6,    -4.634261E-5,    -2.403855E-4
9.660000E+6,    -7.623434E-5,    -2.487600E-4
9.666250E+6,    -7.539988E-5,    -2.389252E-4
9.672500E+6,    -4.458427E-5,    -2.456307E-4
9.678750E+6,    -4.145503E-5,    -2.511442E-4
9.685000E+6,    -7.244945E-5,    -2.214611E-4
9.691250E+6,    -4.747510E-5,    -2.552867E-4
9.697500E+6,    -5.459785E-5,    -2.340376E-4
9.703750E+6,    -4.401803E-5,    -2.609491E-4
9.710000E+6,    -3.543496E-5,    -2.495348E-4
9.716250E+6,    -4.434586E-5,    -2.380908E-4
9.722500E+6,    -5.537271E-5,    -2.237260E-4
9.728750E+6,    -5.045533E-5,    -2.547503E-4
9.735000E+6,    -6.321073E-5,    -2.502203E-4
9.741250E+6,    -6.479025E-5,    -2.728403E-4
9.747500E+6,    -4.705787E-5,    -2.378225E-4
9.753750E+6,    -5.093217E-5,    -2.571046E-4
9.760000E+6,    -7.146597E-5,    -2.409220E-4
9.766250E+6,    -6.714463E-5,    -2.595484E-4
9.772500E+6,    -5.394220E-5,    -2.542436E-4
9.778750E+6,    -4.273653E-5,    -2.841055E-4
9.785000E+6,    -4.798174E-5,    -2.398491E-4
9.791250E+6,    -6.565452E-5,    -2.520680E-4
9.797500E+6,    -4.482269E-5,    -2.457798E-4
9.803750E+6,    -6.696582E-5,    -2.644956E-4
9.810000E+6,    -4.178286E-5,    -2.388060E-4
9.816250E+6,    -5.975366E-5,    -2.633631E-4
9.822500E+6,    -6.681681E-5,    -2.417564E-4
9.828750E+6,    -6.121397E-5,    -2.503395E-4
9.835000E+6,    -6.151199E-5,    -2.630949E-4
9.841250E+6,    -5.093217E-5,    -2.550483E-4
9.847500E+6,    -7.060170E-5,    -2.513528E-4
9.853750E+6,    -7.292628E-5,    -2.607703E-4
9.860000E+6,    -6.192923E-5,    -2.654791E-4
9.866250E+6,    -7.078052E-5,    -2.663136E-4
9.872500E+6,    -6.344914E-5,    -2.526045E-4
9.878750E+6,    -6.172061E-5,    -2.554655E-4
9.885000E+6,    -7.861853E-5,    -2.827048E-4
9.891250E+6,    -4.941225E-5,    -2.760887E-4
9.897500E+6,    -5.984306E-5,    -2.737939E-4
9.903750E+6,    -5.775690E-5,    -2.640188E-4
9.910000E+6,    -5.453825E-5,    -2.570152E-4
9.916250E+6,    -5.570054E-5,    -2.827048E-4
9.922500E+6,    -4.974008E-5,    -2.530515E-4
9.928750E+6,    -5.796552E-5,    -2.667904E-4
9.935000E+6,    -6.157160E-5,    -3.021061E-4
9.941250E+6,    -5.617738E-5,    -2.849400E-4
9.947500E+6,    -7.036328E-5,    -2.639890E-4
9.953750E+6,    -6.839633E-5,    -2.799034E-4
9.960000E+6,    -5.170703E-5,    -2.685785E-4
9.966250E+6,    -7.551908E-5,    -2.704859E-4
9.972500E+6,    -6.774068E-5,    -2.568662E-4
9.978750E+6,    -6.160140E-5,    -2.942681E-4
9.985000E+6,    -6.017089E-5,    -2.843440E-4
9.991250E+6,    -6.839633E-5,    -2.722144E-4
9.997500E+6,    -5.510449E-5,    -2.804399E-4
1.000375E+7,    -6.964803E-5,    -2.848804E-4
1.001000E+7,    -7.352233E-5,    -2.786517E-4
1.001625E+7,    -7.438660E-5,    -2.785027E-4
1.002250E+7,    -8.597970E-5,    -2.592802E-4
1.002875E+7,    -6.166101E-5,    -2.737939E-4
1.003500E+7,    -6.425381E-5,    -2.707243E-4
1.004125E+7,    -5.710125E-5,    -2.829134E-4
1.004750E+7,    -7.057190E-5,    -2.899170E-4
1.005375E+7,    -7.712841E-5,    -2.931356E-4
1.006000E+7,    -7.185340E-5,    -2.739429E-4
1.006625E+7,    -5.280972E-5,    -2.948642E-4
1.007250E+7,    -5.891919E-5,    -2.849996E-4
1.007875E+7,    -7.241964E-5,    -2.764165E-4
1.008500E+7,    -5.546212E-5,    -2.787113E-4
1.009125E+7,    -6.452203E-5,    -2.917051E-4
1.009750E+7,    -7.504225E-5,    -2.886355E-4
1.010375E+7,    -6.982684E-5,    -2.847612E-4
1.011000E+7,    -8.898973E-5,    -2.951622E-4
1.011625E+7,    -6.315112E-5,    -2.847314E-4
1.012250E+7,    -8.207560E-5,    -2.947450E-4
1.012875E+7,    -8.478761E-5,    -2.911985E-4
1.013500E+7,    -8.490682E-5,    -2.911091E-4
1.014125E+7,    -6.768107E-5,    -3.096461E-4
1.014750E+7,    -8.955598E-5,    -2.999008E-4
1.015375E+7,    -6.994605E-5,    -2.928376E-4
1.016000E+7,    -6.061792E-5,    -2.960861E-4
1.016625E+7,    -6.997585E-5,    -3.086627E-4
1.017250E+7,    -8.410215E-5,    -2.993941E-4
1.017875E+7,    -9.661913E-5,    -2.927482E-4
1.018500E+7,    -7.921457E-5,    -2.797842E-4
1.019125E+7,    -7.456541E-5,    -2.892613E-4
1.019750E+7,    -8.174777E-5,    -3.078878E-4
1.020375E+7,    -9.366870E-5,    -2.860725E-4
1.021000E+7,    -8.764863E-5,    -2.985299E-4
1.021625E+7,    -1.028180E-4,    -3.013909E-4
1.022250E+7,    -8.597970E-5,    -2.883971E-4
1.022875E+7,    -8.216500E-5,    -3.136098E-4
1.023500E+7,    -8.279085E-5,    -3.294349E-4
1.024125E+7,    -8.484721E-5,    -3.105104E-4
1.024750E+7,    -8.034706E-5,    -3.035069E-4
1.025375E+7,    -7.688999E-5,    -3.134012E-4
1.026000E+7,    -9.465218E-5,    -3.096461E-4
1.026625E+7,    -8.559227E-5,    -3.124475E-4
1.027250E+7,    -8.559227E-5,    -2.968609E-4
1.027875E+7,    -9.816885E-5,    -3.377497E-4
1.028500E+7,    -8.642673E-5,    -3.156066E-4
1.029125E+7,    -1.065135E-4,    -3.399849E-4
1.029750E+7,    -8.770823E-5,    -3.150403E-4
1.030375E+7,    -9.259582E-5,    -3.054440E-4
1.031000E+7,    -9.182096E-5,    -3.083050E-4
1.031625E+7,    -1.025498E-4,    -3.362596E-4
1.032250E+7,    -9.578466E-5,    -3.204048E-4
1.032875E+7,    -9.351969E-5,    -3.266335E-4
1.033500E+7,    -9.208918E-5,    -3.302395E-4
1.034125E+7,    -1.092255E-4,    -3.287792E-4
1.034750E+7,    -1.003146E-4,    -3.161132E-4
1.035375E+7,    -9.915233E-5,    -3.196001E-4
1.036000E+7,    -9.545684E-5,    -3.100038E-4
1.036625E+7,    -1.013875E-4,    -3.158152E-4
1.037250E+7,    -1.227558E-4,    -3.401041E-4
1.037875E+7,    -9.250641E-5,    -3.229380E-4
1.038500E+7,    -1.058877E-4,    -3.280044E-4
1.039125E+7,    -1.099706E-4,    -3.374815E-4
1.039750E+7,    -1.053214E-4,    -3.147423E-4
1.040375E+7,    -1.069903E-4,    -3.278255E-4
1.041000E+7,    -9.298325E-5,    -3.281534E-4
1.041625E+7,    -7.477403E-5,    -3.165901E-4
1.042250E+7,    -1.006722E-4,    -3.306270E-4
1.042875E+7,    -1.162291E-4,    -3.324747E-4
1.043500E+7,    -8.636713E-5,    -3.314316E-4
1.044125E+7,    -1.013279E-4,    -3.335178E-4
1.044750E+7,    -1.221001E-4,    -3.411174E-4
1.045375E+7,    -8.925796E-5,    -3.470778E-4
1.046000E+7,    -9.253621E-5,    -3.590584E-4
1.046625E+7,    -1.066923E-4,    -3.449619E-4
1.047250E+7,    -1.072884E-4,    -3.454387E-4
1.047875E+7,    -1.256764E-4,    -3.400147E-4
