SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 1:09 PM

STIMULUS, REAL, IMAGINARY

8.560000E+6,    -2.603978E-5,    -1.487061E-4
8.566250E+6,    4.462898E-6,    -1.593605E-4
8.572500E+6,    -2.320111E-5,    -1.504421E-4
8.578750E+6,    -7.003546E-7,    -1.401231E-4
8.585000E+6,    -3.013015E-5,    -1.468807E-4
8.591250E+6,    -6.973743E-6,    -1.363009E-4
8.597500E+6,    -2.290308E-5,    -1.678243E-4
8.603750E+6,    -1.416355E-5,    -1.403168E-4
8.610000E+6,    -7.316470E-6,    -1.615286E-4
8.616250E+6,    6.854534E-6,    -1.379326E-4
8.622500E+6,    -1.398474E-5,    -1.827106E-4
8.628750E+6,    -8.516014E-6,    -1.614615E-4
8.635000E+6,    -2.929568E-5,    -1.478791E-4
8.641250E+6,    3.077090E-6,    -1.612380E-4
8.647500E+6,    -2.294779E-5,    -1.691207E-4
8.653750E+6,    -2.292544E-5,    -1.361370E-4
8.660000E+6,    -7.338822E-6,    -1.380369E-4
8.666250E+6,    -1.644343E-5,    -1.575574E-4
8.672500E+6,    -2.004951E-5,    -1.554415E-4
8.678750E+6,    -1.534075E-5,    -1.418963E-4
8.685000E+6,    -1.106411E-5,    -1.535416E-4
8.691250E+6,    -1.489371E-5,    -1.594424E-4
8.697500E+6,    -3.947318E-5,    -1.511499E-4
8.703750E+6,    -1.406670E-5,    -1.690164E-4
8.710000E+6,    -2.061576E-5,    -1.475066E-4
8.716250E+6,    -1.629442E-5,    -1.591071E-4
8.722500E+6,    -3.219396E-5,    -1.570731E-4
8.728750E+6,    -7.346272E-6,    -1.574606E-4
8.735000E+6,    -3.124774E-5,    -1.666844E-4
8.741250E+6,    -6.616116E-6,    -1.497194E-4
8.747500E+6,    -1.097471E-5,    -1.553223E-4
8.753750E+6,    -4.537404E-6,    -1.691952E-4
8.760000E+6,    -5.535781E-6,    -1.769364E-4
8.766250E+6,    -1.645088E-5,    -1.608729E-4
8.772500E+6,    -2.549589E-5,    -1.548007E-4
8.778750E+6,    -2.458692E-7,    -1.557618E-4
8.785000E+6,    -2.832711E-5,    -1.700819E-4
8.791250E+6,    4.917383E-7,    -1.656488E-4
8.797500E+6,    -2.145022E-5,    -1.410469E-4
8.803750E+6,    -1.744926E-5,    -1.880229E-4
8.810000E+6,    -2.884120E-5,    -1.621321E-4
8.816250E+6,    -1.497567E-5,    -1.549721E-4
8.822500E+6,    -2.230704E-5,    -1.411438E-4
8.828750E+6,    -8.732080E-6,    -1.515746E-4
8.835000E+6,    -1.458079E-5,    -1.472309E-4
8.841250E+6,    -1.814216E-5,    -1.625493E-4
8.847500E+6,    -1.398474E-5,    -1.746044E-4
8.853750E+6,    -9.037554E-6,    -1.436919E-4
8.860000E+6,    -1.174212E-5,    -1.416132E-4
8.866250E+6,    -2.242625E-5,    -1.602694E-4
8.872500E+6,    -1.832098E-5,    -1.546368E-4
8.878750E+6,    -6.169081E-6,    -1.731813E-4
8.885000E+6,    -1.879781E-5,    -1.371503E-4
8.891250E+6,    -1.598895E-5,    -1.392588E-4
8.897500E+6,    -6.407499E-7,    -1.696721E-4
8.903750E+6,    -2.212822E-5,    -1.620874E-4
8.910000E+6,    -1.088530E-5,    -1.533628E-4
8.916250E+6,    -2.207607E-5,    -1.621023E-4
8.922500E+6,    -1.549721E-5,    -1.588017E-4
8.928750E+6,    -1.026690E-5,    -1.631975E-4
8.935000E+6,    -1.994520E-5,    -1.467913E-4
8.941250E+6,    -1.608580E-5,    -1.687109E-4
8.947500E+6,    -8.791685E-6,    -1.654848E-4
8.953750E+6,    -2.257526E-5,    -1.816601E-4
8.960000E+6,    -1.691282E-5,    -1.684278E-4
