SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 3:06 PM

STIMULUS, RESPONSE

8.560000E+6,  1.065843E-4
8.566250E+6,  1.347661E-4
8.572500E+6,  1.417622E-4
8.578750E+6,  1.287535E-4
8.585000E+6,  1.411512E-4
8.591250E+6,  1.223311E-4
8.597500E+6,  1.284555E-4
8.603750E+6,  1.409352E-4
8.610000E+6,  1.348108E-4
8.616250E+6,  1.191050E-4
8.622500E+6,  1.447201E-4
8.628750E+6,  1.408830E-4
8.635000E+6,  1.409203E-4
8.641250E+6,  1.411512E-4
8.647500E+6,  1.222491E-4
8.653750E+6,  1.320094E-4
8.660000E+6,  1.189001E-4
8.666250E+6,  1.316667E-4
8.672500E+6,  1.284555E-4
8.678750E+6,  1.348257E-4
8.685000E+6,  1.429990E-4
8.691250E+6,  1.242310E-4
8.697500E+6,  1.320094E-4
8.703750E+6,  1.441464E-4
8.710000E+6,  1.382753E-4
8.716250E+6,  1.508817E-4
8.722500E+6,  1.293048E-4
8.728750E+6,  1.412556E-4
8.735000E+6,  1.419783E-4
8.741250E+6,  1.413748E-4
8.747500E+6,  1.448765E-4
8.753750E+6,  1.330227E-4
8.760000E+6,  1.316145E-4
8.766250E+6,  1.575127E-4
8.772500E+6,  1.322255E-4
8.778750E+6,  1.419336E-4
8.785000E+6,  1.355037E-4
8.791250E+6,  1.506656E-4
8.797500E+6,  1.451895E-4
8.803750E+6,  1.665801E-4
8.810000E+6,  1.380518E-4
8.816250E+6,  1.607910E-4
8.822500E+6,  1.487210E-4
8.828750E+6,  1.576841E-4
8.835000E+6,  1.442805E-4
8.841250E+6,  1.444072E-4
8.847500E+6,  1.727343E-4
8.853750E+6,  1.431108E-4
8.860000E+6,  1.397729E-4
8.866250E+6,  1.504794E-4
8.872500E+6,  1.539439E-4
8.878750E+6,  1.566187E-4
8.885000E+6,  1.543313E-4
8.891250E+6,  1.377091E-4
8.897500E+6,  1.517534E-4
8.903750E+6,  1.538321E-4
8.910000E+6,  1.509935E-4
8.916250E+6,  1.570359E-4
8.922500E+6,  1.518801E-4
8.928750E+6,  1.543313E-4
8.935000E+6,  1.507029E-4
8.941250E+6,  1.382679E-4
8.947500E+6,  1.420528E-4
8.953750E+6,  1.465082E-4
8.960000E+6,  1.511425E-4
8.966250E+6,  1.577139E-4
8.972500E+6,  1.675859E-4
8.978750E+6,  1.642108E-4
8.985000E+6,  1.453608E-4
8.991250E+6,  1.397580E-4
8.997500E+6,  1.505688E-4
9.003750E+6,  1.642704E-4
9.010000E+6,  1.673326E-4
9.016250E+6,  1.570731E-4
9.022500E+6,  1.570508E-4
9.028750E+6,  1.701713E-4
9.035000E+6,  1.478419E-4
9.041250E+6,  1.620427E-4
9.047500E+6,  1.669303E-4
9.053750E+6,  1.486763E-4
9.060000E+6,  1.569688E-4
9.066250E+6,  1.728833E-4
9.072500E+6,  1.511499E-4
9.078750E+6,  1.520962E-4
9.085000E+6,  1.572594E-4
9.091250E+6,  1.421943E-4
9.097500E+6,  1.538023E-4
9.103750E+6,  1.539141E-4
9.110000E+6,  1.536384E-4
9.116250E+6,  1.676157E-4
9.122500E+6,  1.544803E-4
9.128750E+6,  1.541823E-4
9.135000E+6,  1.635849E-4
9.141250E+6,  1.549721E-4
9.147500E+6,  1.454204E-4
9.153750E+6,  1.709461E-4
9.160000E+6,  1.567379E-4
9.166250E+6,  1.635477E-4
9.172500E+6,  1.644343E-4
9.178750E+6,  1.553819E-4
9.185000E+6,  1.620725E-4
9.191250E+6,  1.665354E-4
9.197500E+6,  1.644567E-4
9.203750E+6,  1.644269E-4
9.210000E+6,  1.514181E-4
9.216250E+6,  1.876652E-4
9.222500E+6,  1.629964E-4
9.228750E+6,  1.670495E-4
9.235000E+6,  1.569614E-4
9.241250E+6,  1.550987E-4
9.247500E+6,  1.483485E-4
9.253750E+6,  1.645237E-4
9.260000E+6,  1.492128E-4
9.266250E+6,  1.636147E-4
9.272500E+6,  1.877174E-4
9.278750E+6,  1.704767E-4
9.285000E+6,  1.580715E-4
9.291250E+6,  1.726672E-4
9.297500E+6,  1.758933E-4
9.303750E+6,  1.814738E-4
9.310000E+6,  1.587942E-4
9.316250E+6,  1.679584E-4
9.322500E+6,  1.792461E-4
9.328750E+6,  1.828447E-4
9.335000E+6,  1.727045E-4
9.341250E+6,  1.771599E-4
9.347500E+6,  1.693815E-4
9.353750E+6,  1.674294E-4
9.360000E+6,  1.627281E-4
9.366250E+6,  1.638979E-4
9.372500E+6,  1.659170E-4
9.378750E+6,  1.970381E-4
9.385000E+6,  1.742020E-4
9.391250E+6,  1.672879E-4
9.397500E+6,  1.817569E-4
9.403750E+6,  1.751333E-4
9.410000E+6,  1.726151E-4
9.416250E+6,  1.761094E-4
9.422500E+6,  1.763254E-4
9.428750E+6,  1.549944E-4
9.435000E+6,  1.984462E-4
9.441250E+6,  1.950487E-4
9.447500E+6,  1.693442E-4
9.453750E+6,  1.814961E-4
9.460000E+6,  1.797006E-4
9.466250E+6,  1.829267E-4
9.472500E+6,  1.838952E-4
9.478750E+6,  1.999363E-4
9.485000E+6,  1.778081E-4
9.491250E+6,  1.783669E-4
9.497500E+6,  1.708344E-4
9.503750E+6,  1.715273E-4
9.510000E+6,  1.742691E-4
9.516250E+6,  1.761690E-4
9.522500E+6,  1.662821E-4
9.528750E+6,  1.785010E-4
9.535000E+6,  1.952127E-4
9.541250E+6,  1.917183E-4
9.547500E+6,  1.880005E-4
9.553750E+6,  1.750663E-4
9.560000E+6,  1.763180E-4
9.566250E+6,  1.835451E-4
9.572500E+6,  1.745820E-4
9.578750E+6,  1.899004E-4
9.585000E+6,  1.874641E-4
9.591250E+6,  2.006665E-4
9.597500E+6,  1.745448E-4
9.603750E+6,  1.763552E-4
9.610000E+6,  1.715273E-4
9.616250E+6,  1.935437E-4
9.622500E+6,  1.844093E-4
9.628750E+6,  1.849011E-4
9.635000E+6,  1.917109E-4
9.641250E+6,  1.915693E-4
9.647500E+6,  1.855865E-4
9.653750E+6,  1.985058E-4
9.660000E+6,  1.865029E-4
9.666250E+6,  1.884028E-4
9.672500E+6,  1.890585E-4
9.678750E+6,  2.036691E-4
9.685000E+6,  2.019554E-4
9.691250E+6,  1.696795E-4
9.697500E+6,  1.961514E-4
9.703750E+6,  1.763776E-4
9.710000E+6,  1.613125E-4
9.716250E+6,  1.937598E-4
9.722500E+6,  1.822039E-4
9.728750E+6,  1.882613E-4
9.735000E+6,  2.037659E-4
9.741250E+6,  2.021939E-4
9.747500E+6,  1.815110E-4
9.753750E+6,  1.926199E-4
9.760000E+6,  2.090931E-4
9.766250E+6,  1.765490E-4
9.772500E+6,  1.954362E-4
9.778750E+6,  1.822039E-4
9.785000E+6,  1.926497E-4
9.791250E+6,  1.969561E-4
9.797500E+6,  1.894012E-4
9.803750E+6,  2.072603E-4
9.810000E+6,  1.975372E-4
9.816250E+6,  2.034307E-4
9.822500E+6,  1.990795E-4
9.828750E+6,  2.046153E-4
9.835000E+6,  1.936480E-4
9.841250E+6,  2.092421E-4
9.847500E+6,  1.804680E-4
9.853750E+6,  1.956299E-4
