SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 1:26 PM

STIMULUS, RESPONSE

8.560000E+6,  1.652166E-4
8.566250E+6,  1.584664E-4
8.572500E+6,  1.794994E-4
8.578750E+6,  1.551881E-4
8.585000E+6,  1.529232E-4
8.591250E+6,  1.661852E-4
8.597500E+6,  1.642331E-4
8.603750E+6,  1.473725E-4
8.610000E+6,  1.605228E-4
8.616250E+6,  1.731664E-4
8.622500E+6,  1.722649E-4
8.628750E+6,  1.503527E-4
8.635000E+6,  1.347214E-4
8.641250E+6,  1.603886E-4
8.647500E+6,  1.668930E-4
8.653750E+6,  1.570433E-4
8.660000E+6,  1.752302E-4
8.666250E+6,  1.632273E-4
8.672500E+6,  1.701713E-4
8.678750E+6,  1.727417E-4
8.685000E+6,  1.348481E-4
8.691250E+6,  1.630560E-4
8.697500E+6,  1.761541E-4
8.703750E+6,  1.508519E-4
8.710000E+6,  1.666397E-4
8.716250E+6,  1.666099E-4
8.722500E+6,  1.506284E-4
8.728750E+6,  1.567379E-4
8.735000E+6,  1.420081E-4
8.741250E+6,  1.839101E-4
8.747500E+6,  1.756027E-4
8.753750E+6,  1.882240E-4
8.760000E+6,  1.740903E-4
8.766250E+6,  1.724660E-4
8.772500E+6,  1.599342E-4
8.778750E+6,  1.630262E-4
8.785000E+6,  1.818165E-4
8.791250E+6,  1.881719E-4
8.797500E+6,  1.569167E-4
8.803750E+6,  1.727343E-4
8.810000E+6,  1.757294E-4
8.816250E+6,  1.692921E-4
8.822500E+6,  1.674369E-4
8.828750E+6,  1.663119E-4
8.835000E+6,  1.788661E-4
8.841250E+6,  1.726523E-4
8.847500E+6,  1.693666E-4
8.853750E+6,  1.883581E-4
8.860000E+6,  1.625642E-4
8.866250E+6,  1.665279E-4
8.872500E+6,  1.790375E-4
8.878750E+6,  1.726002E-4
8.885000E+6,  1.914948E-4
8.891250E+6,  1.948252E-4
8.897500E+6,  1.683086E-4
8.903750E+6,  1.919046E-4
8.910000E+6,  1.850948E-4
8.916250E+6,  1.820624E-4
8.922500E+6,  1.790598E-4
8.928750E+6,  1.693219E-4
8.935000E+6,  1.820400E-4
8.941250E+6,  1.790524E-4
8.947500E+6,  1.572520E-4
8.953750E+6,  1.851171E-4
8.960000E+6,  1.727641E-4
8.966250E+6,  1.945421E-4
8.972500E+6,  1.695082E-4
8.978750E+6,  1.821071E-4
8.985000E+6,  1.819879E-4
8.991250E+6,  2.011731E-4
8.997500E+6,  1.792163E-4
9.003750E+6,  1.987368E-4
9.010000E+6,  1.740009E-4
9.016250E+6,  1.889914E-4
9.022500E+6,  1.728535E-4
9.028750E+6,  1.764670E-4
9.035000E+6,  1.789331E-4
9.041250E+6,  2.010316E-4
9.047500E+6,  1.728460E-4
9.053750E+6,  1.726449E-4
9.060000E+6,  1.822636E-4
9.066250E+6,  1.914874E-4
9.072500E+6,  1.663193E-4
9.078750E+6,  1.998171E-4
9.085000E+6,  2.047196E-4
9.091250E+6,  1.856014E-4
9.097500E+6,  1.915693E-4
9.103750E+6,  1.820922E-4
9.110000E+6,  1.826137E-4
9.116250E+6,  1.923963E-4
9.122500E+6,  1.824349E-4
9.128750E+6,  1.790449E-4
9.135000E+6,  1.791865E-4
9.141250E+6,  1.948774E-4
9.147500E+6,  1.898631E-4
9.153750E+6,  1.891479E-4
9.160000E+6,  2.013072E-4
9.166250E+6,  2.049059E-4
9.172500E+6,  1.878515E-4
9.178750E+6,  2.011210E-4
9.185000E+6,  2.048090E-4
9.191250E+6,  2.042875E-4
9.197500E+6,  1.891777E-4
9.203750E+6,  2.043992E-4
9.210000E+6,  1.980886E-4
9.216250E+6,  2.074465E-4
9.222500E+6,  1.998916E-4
9.228750E+6,  2.012700E-4
9.235000E+6,  2.156124E-4
9.241250E+6,  2.012402E-4
9.247500E+6,  1.895279E-4
9.253750E+6,  2.034679E-4
9.260000E+6,  1.797006E-4
9.266250E+6,  2.043694E-4
9.272500E+6,  1.994297E-4
9.278750E+6,  2.138838E-4
9.285000E+6,  1.960844E-4
9.291250E+6,  2.136603E-4
9.297500E+6,  2.015159E-4
9.303750E+6,  2.152398E-4
9.310000E+6,  2.092123E-4
9.316250E+6,  1.904294E-4
9.322500E+6,  1.915619E-4
9.328750E+6,  2.048612E-4
9.335000E+6,  1.797453E-4
9.341250E+6,  2.093539E-4
9.347500E+6,  2.114326E-4
9.353750E+6,  2.080873E-4
9.360000E+6,  2.128854E-4
9.366250E+6,  2.113432E-4
9.372500E+6,  2.125651E-4
9.378750E+6,  2.235770E-4
9.385000E+6,  1.950637E-4
9.391250E+6,  2.339259E-4
9.397500E+6,  2.177134E-4
9.403750E+6,  2.300963E-4
9.410000E+6,  2.177805E-4
9.416250E+6,  2.085716E-4
9.422500E+6,  2.277121E-4
9.428750E+6,  2.095401E-4
9.435000E+6,  2.271682E-4
9.441250E+6,  2.162009E-4
9.447500E+6,  1.929849E-4
9.453750E+6,  2.162084E-4
9.460000E+6,  2.174824E-4
9.466250E+6,  2.211481E-4
9.472500E+6,  1.897141E-4
9.478750E+6,  2.241284E-4
9.485000E+6,  2.021641E-4
9.491250E+6,  2.161488E-4
9.497500E+6,  2.179146E-4
9.503750E+6,  2.340823E-4
9.510000E+6,  2.155229E-4
9.516250E+6,  2.122149E-4
9.522500E+6,  2.318323E-4
9.528750E+6,  2.338365E-4
9.535000E+6,  2.346486E-4
9.541250E+6,  2.387241E-4
9.547500E+6,  2.284870E-4
9.553750E+6,  2.253801E-4
9.560000E+6,  2.329573E-4
9.566250E+6,  2.434552E-4
9.572500E+6,  2.277568E-4
9.578750E+6,  2.230927E-4
9.585000E+6,  2.210736E-4
9.591250E+6,  2.210066E-4
9.597500E+6,  2.039671E-4
9.603750E+6,  2.155751E-4
9.610000E+6,  2.259463E-4
9.616250E+6,  2.344549E-4
9.622500E+6,  2.036169E-4
9.628750E+6,  2.294183E-4
9.635000E+6,  2.226010E-4
9.641250E+6,  2.311915E-4
9.647500E+6,  2.311170E-4
9.653750E+6,  2.278611E-4
9.660000E+6,  2.399907E-4
9.666250E+6,  2.164766E-4
9.672500E+6,  2.446622E-4
9.678750E+6,  2.346113E-4
9.685000E+6,  2.207831E-4
9.691250E+6,  2.414435E-4
9.697500E+6,  2.155080E-4
9.703750E+6,  2.278388E-4
9.710000E+6,  2.390668E-4
9.716250E+6,  2.536923E-4
9.722500E+6,  2.323389E-4
9.728750E+6,  2.451688E-4
9.735000E+6,  2.381504E-4
9.741250E+6,  2.524406E-4
9.747500E+6,  2.404749E-4
9.753750E+6,  2.489388E-4
9.760000E+6,  2.638698E-4
9.766250E+6,  2.586544E-4
9.772500E+6,  2.504289E-4
9.778750E+6,  2.349094E-4
9.785000E+6,  2.368465E-4
9.791250E+6,  2.571791E-4
9.797500E+6,  2.480447E-4
9.803750E+6,  2.570897E-4
9.810000E+6,  2.420992E-4
9.816250E+6,  2.587289E-4
9.822500E+6,  2.605766E-4
9.828750E+6,  2.727509E-4
9.835000E+6,  2.433211E-4
9.841250E+6,  2.592802E-4
9.847500E+6,  2.567768E-4
9.853750E+6,  2.486557E-4
9.860000E+6,  2.663136E-4
9.866250E+6,  2.727807E-4
9.872500E+6,  2.559572E-4
9.878750E+6,  2.730638E-4
9.885000E+6,  2.522469E-4
9.891250E+6,  2.877414E-4
9.897500E+6,  2.608597E-4
9.903750E+6,  2.610236E-4
9.910000E+6,  2.643764E-4
9.916250E+6,  2.506077E-4
9.922500E+6,  2.799779E-4
9.928750E+6,  2.440587E-4
9.935000E+6,  2.698451E-4
9.941250E+6,  2.867728E-4
9.947500E+6,  2.560019E-4
9.953750E+6,  2.766699E-4
9.960000E+6,  2.648532E-4
9.966250E+6,  2.667010E-4
9.972500E+6,  2.443343E-4
9.978750E+6,  2.730042E-4
9.985000E+6,  2.763867E-4
9.991250E+6,  2.751648E-4
9.997500E+6,  2.918392E-4
1.000375E+7,  2.650172E-4
1.001000E+7,  2.834648E-4
1.001625E+7,  2.730936E-4
1.002250E+7,  2.816170E-4
1.002875E+7,  3.015548E-4
1.003500E+7,  2.768040E-4
1.004125E+7,  2.789050E-4
1.004750E+7,  2.800673E-4
1.005375E+7,  2.800971E-4
1.006000E+7,  2.646893E-4
1.006625E+7,  2.821535E-4
1.007250E+7,  2.769381E-4
1.007875E+7,  2.876669E-4
1.008500E+7,  2.615750E-4
1.009125E+7,  2.940297E-4
1.009750E+7,  2.771914E-4
1.010375E+7,  2.765357E-4
1.011000E+7,  2.976060E-4
1.011625E+7,  3.026575E-4
1.012250E+7,  2.995133E-4
1.012875E+7,  3.007948E-4
1.013500E+7,  2.843589E-4
1.014125E+7,  2.997816E-4
1.014750E+7,  2.785474E-4
1.015375E+7,  2.846718E-4
1.016000E+7,  2.996922E-4
1.016625E+7,  2.980530E-4
1.017250E+7,  3.097355E-4
1.017875E+7,  2.882481E-4
1.018500E+7,  2.887100E-4
1.019125E+7,  2.982914E-4
1.019750E+7,  2.820641E-4
1.020375E+7,  2.977252E-4
1.021000E+7,  2.940595E-4
1.021625E+7,  3.102273E-4
1.022250E+7,  3.031641E-4
1.022875E+7,  3.009439E-4
1.023500E+7,  3.044605E-4
1.024125E+7,  3.160238E-4
1.024750E+7,  3.008544E-4
1.025375E+7,  3.090799E-4
1.026000E+7,  3.143847E-4
1.026625E+7,  3.161132E-4
1.027250E+7,  2.937913E-4
1.027875E+7,  3.001690E-4
1.028500E+7,  3.089309E-4
1.029125E+7,  3.253669E-4
1.029750E+7,  3.080070E-4
1.030375E+7,  3.127158E-4
1.031000E+7,  3.108680E-4
1.031625E+7,  3.176033E-4
1.032250E+7,  3.198683E-4
1.032875E+7,  3.290176E-4
1.033500E+7,  3.329217E-4
1.034125E+7,  3.277659E-4
1.034750E+7,  3.048331E-4
1.035375E+7,  3.119707E-4
1.036000E+7,  3.241301E-4
1.036625E+7,  3.233701E-4
1.037250E+7,  3.137290E-4
1.037875E+7,  3.270805E-4
1.038500E+7,  3.409535E-4
1.039125E+7,  3.445745E-4
1.039750E+7,  3.492236E-4
1.040375E+7,  3.342479E-4
1.041000E+7,  3.304631E-4
1.041625E+7,  3.442019E-4
1.042250E+7,  3.293455E-4
1.042875E+7,  3.435165E-4
1.043500E+7,  3.290623E-4
1.044125E+7,  3.314614E-4
1.044750E+7,  3.261119E-4
1.045375E+7,  3.408641E-4
1.046000E+7,  3.375262E-4
1.046625E+7,  3.402233E-4
1.047250E+7,  3.482550E-4
1.047875E+7,  3.474504E-4
1.048500E+7,  3.321022E-4
1.049125E+7,  3.696233E-4
1.049750E+7,  3.451407E-4
1.050375E+7,  3.467649E-4
1.051000E+7,  3.528893E-4
1.051625E+7,  3.662258E-4
1.052250E+7,  3.296882E-4
1.052875E+7,  3.516376E-4
1.053500E+7,  3.671497E-4
1.054125E+7,  3.313571E-4
1.054750E+7,  3.623217E-4
1.055375E+7,  3.599226E-4
1.056000E+7,  3.743917E-4
1.056625E+7,  3.746450E-4
1.057250E+7,  3.460348E-4
1.057875E+7,  3.602207E-4
1.058500E+7,  3.623813E-4
1.059125E+7,  3.672242E-4
1.059750E+7,  3.556758E-4
1.060375E+7,  3.567934E-4
1.061000E+7,  3.533512E-4
1.061625E+7,  3.723055E-4
1.062250E+7,  3.717095E-4
1.062875E+7,  3.626794E-4
1.063500E+7,  3.808886E-4
1.064125E+7,  3.933758E-4
1.064750E+7,  3.913939E-4
1.065375E+7,  3.813654E-4
1.066000E+7,  3.856421E-4
1.066625E+7,  3.793240E-4
1.067250E+7,  3.842860E-4
1.067875E+7,  3.926307E-4
1.068500E+7,  3.926456E-4
1.069125E+7,  3.906190E-4
1.069750E+7,  4.031062E-4
1.070375E+7,  4.017651E-4
1.071000E+7,  3.642589E-4
1.071625E+7,  3.946573E-4
1.072250E+7,  3.931224E-4
1.072875E+7,  4.251748E-4
1.073500E+7,  4.051924E-4
1.074125E+7,  4.084110E-4
1.074750E+7,  3.953874E-4
1.075375E+7,  4.023612E-4
1.076000E+7,  4.181862E-4
1.076625E+7,  4.071444E-4
1.077250E+7,  4.132837E-4
1.077875E+7,  4.174858E-4
1.078500E+7,  4.250854E-4
1.079125E+7,  4.191697E-4
1.079750E+7,  4.007369E-4
1.080375E+7,  4.270971E-4
1.081000E+7,  4.244298E-4
1.081625E+7,  4.287660E-4
1.082250E+7,  4.173070E-4
1.082875E+7,  4.288703E-4
1.083500E+7,  4.289001E-4
1.084125E+7,  4.312694E-4
1.084750E+7,  4.351437E-4
1.085375E+7,  4.286766E-4
1.086000E+7,  4.315972E-4
1.086625E+7,  4.568696E-4
1.087250E+7,  4.311800E-4
1.087875E+7,  4.431158E-4
1.088500E+7,  4.430264E-4
1.089125E+7,  4.527420E-4
1.089750E+7,  4.350841E-4
1.090375E+7,  4.477054E-4
1.091000E+7,  4.497617E-4
1.091625E+7,  4.577041E-4
1.092250E+7,  4.353374E-4
1.092875E+7,  4.610270E-4
1.093500E+7,  4.749149E-4
1.094125E+7,  4.630387E-4
1.094750E+7,  4.504323E-4
1.095375E+7,  4.602671E-4
1.096000E+7,  4.530251E-4
1.096625E+7,  4.789829E-4
1.097250E+7,  4.527271E-4
1.097875E+7,  4.762858E-4
1.098500E+7,  4.782677E-4
1.099125E+7,  4.819632E-4
1.099750E+7,  4.713535E-4
1.100375E+7,  5.141497E-4
1.101000E+7,  4.853457E-4
1.101625E+7,  4.792213E-4
1.102250E+7,  4.746467E-4
1.102875E+7,  4.716963E-4
1.103500E+7,  4.924536E-4
1.104125E+7,  4.997551E-4
1.104750E+7,  4.933476E-4
1.105375E+7,  5.065799E-4
1.106000E+7,  4.857183E-4
1.106625E+7,  4.964471E-4
1.107250E+7,  5.062819E-4
1.107875E+7,  4.964769E-4
1.108500E+7,  5.076528E-4
1.109125E+7,  5.140603E-4
1.109750E+7,  5.001426E-4
