SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 3:40 PM

STIMULUS, REAL, IMAGINARY

8.560000E+6,    4.887581E-6,    -1.757741E-4
8.566250E+6,    -2.019107E-6,    -1.886263E-4
8.572500E+6,    -7.003546E-7,    -1.611784E-4
8.578750E+6,    -8.329749E-6,    -1.739040E-4
8.585000E+6,    -1.601875E-6,    -1.613423E-4
8.591250E+6,    -1.589954E-5,    -1.863763E-4
8.597500E+6,    -1.410395E-5,    -1.887679E-4
8.603750E+6,    -1.944602E-5,    -1.938865E-4
8.610000E+6,    -1.713634E-5,    -1.863465E-4
8.616250E+6,    -7.756054E-6,    -1.762435E-4
8.622500E+6,    4.209578E-6,    -1.781881E-4
8.628750E+6,    -5.811453E-6,    -1.785159E-4
8.635000E+6,    1.050532E-6,    -1.757368E-4
8.641250E+6,    -6.504357E-6,    -1.884028E-4
8.647500E+6,    -1.209974E-5,    -1.834854E-4
8.653750E+6,    -1.019239E-5,    -1.761168E-4
8.660000E+6,    -5.140901E-7,    -1.758263E-4
8.666250E+6,    -3.866851E-6,    -1.637638E-4
8.672500E+6,    1.564622E-6,    -1.684725E-4
8.678750E+6,    -1.628697E-5,    -1.711622E-4
8.685000E+6,    -4.887581E-6,    -1.536161E-4
8.691250E+6,    -2.729148E-5,    -2.007261E-4
8.697500E+6,    -5.245209E-6,    -1.734942E-4
8.703750E+6,    -2.326071E-5,    -1.759306E-4
8.710000E+6,    1.281500E-6,    -1.612678E-4
8.716250E+6,    -2.616644E-5,    -1.833811E-4
8.722500E+6,    -8.918345E-6,    -1.710430E-4
8.728750E+6,    -1.228601E-5,    -1.882538E-4
8.735000E+6,    -4.917383E-7,    -1.711473E-4
8.741250E+6,    3.859401E-6,    -1.961440E-4
8.747500E+6,    -2.300739E-5,    -1.780391E-4
8.753750E+6,    -2.413988E-5,    -1.977235E-4
8.760000E+6,    -2.203137E-5,    -1.904070E-4
8.766250E+6,    -7.778406E-6,    -2.056509E-4
8.772500E+6,    7.413328E-6,    -1.714453E-4
8.778750E+6,    -3.319979E-5,    -1.899078E-4
8.785000E+6,    -2.300739E-5,    -1.702681E-4
8.791250E+6,    -1.889467E-5,    -1.854599E-4
8.797500E+6,    -1.396239E-5,    -1.705438E-4
8.803750E+6,    -1.208484E-5,    -1.732484E-4
8.810000E+6,    -9.730458E-6,    -1.759455E-4
8.816250E+6,    -1.853704E-5,    -1.977831E-4
8.822500E+6,    -1.329929E-5,    -1.732782E-4
8.828750E+6,    7.703900E-6,    -1.883134E-4
8.835000E+6,    -2.191961E-5,    -1.937672E-4
8.841250E+6,    2.406538E-6,    -2.074167E-4
8.847500E+6,    -2.384931E-5,    -1.782402E-4
8.853750E+6,    -1.877546E-5,    -2.152920E-4
8.860000E+6,    -5.090237E-5,    -2.021044E-4
8.866250E+6,    1.102686E-6,    -1.948997E-4
8.872500E+6,    -2.912432E-5,    -1.998767E-4
8.878750E+6,    -1.633167E-5,    -2.084523E-4
8.885000E+6,    -1.453608E-5,    -1.706406E-4
8.891250E+6,    -1.178682E-5,    -1.892895E-4
8.897500E+6,    -1.864135E-5,    -1.926273E-4
8.903750E+6,    -1.173466E-5,    -2.048910E-4
8.910000E+6,    -1.418591E-5,    -2.018511E-4
8.916250E+6,    -2.235174E-5,    -2.021939E-4
8.922500E+6,    -1.775473E-5,    -1.830682E-4
8.928750E+6,    -1.691282E-5,    -1.986697E-4
8.935000E+6,    -2.861023E-5,    -1.647696E-4
8.941250E+6,    -3.062189E-5,    -2.056509E-4
8.947500E+6,    -1.865625E-5,    -1.989305E-4
8.953750E+6,    -8.001924E-6,    -2.045333E-4
8.960000E+6,    -3.314763E-5,    -2.021194E-4
8.966250E+6,    -1.921505E-5,    -2.142489E-4
8.972500E+6,    -2.173334E-5,    -1.954511E-4
8.978750E+6,    -1.604110E-5,    -2.075061E-4
8.985000E+6,    -3.889203E-5,    -1.956001E-4
8.991250E+6,    -3.731251E-5,    -1.988634E-4
8.997500E+6,    -1.128763E-5,    -1.884326E-4
9.003750E+6,    -2.235174E-5,    -2.138019E-4
9.010000E+6,    -3.653765E-5,    -2.171993E-4
9.016250E+6,    -2.640486E-5,    -2.075732E-4
9.022500E+6,    -2.225488E-5,    -2.013668E-4
9.028750E+6,    -3.231317E-5,    -1.982450E-4
9.035000E+6,    -1.888722E-5,    -2.104715E-4
9.041250E+6,    -3.431737E-5,    -2.105981E-4
9.047500E+6,    -1.635402E-5,    -2.008677E-4
9.053750E+6,    -1.665205E-5,    -2.167150E-4
9.060000E+6,    -1.077354E-5,    -1.977310E-4
9.066250E+6,    -3.798306E-5,    -2.072453E-4
9.072500E+6,    -2.596527E-5,    -1.850128E-4
9.078750E+6,    -8.776784E-6,    -2.041459E-4
9.085000E+6,    -2.373755E-5,    -1.913309E-4
9.091250E+6,    -3.841519E-5,    -2.101958E-4
9.097500E+6,    -4.506111E-5,    -2.129525E-4
9.103750E+6,    -2.057850E-5,    -2.162755E-4
9.110000E+6,    -3.053248E-5,    -2.129376E-4
9.116250E+6,    -4.233420E-5,    -2.220273E-4
9.122500E+6,    -4.222989E-5,    -2.062321E-4
9.128750E+6,    -4.924834E-6,    -2.040714E-4
9.135000E+6,    -3.699958E-5,    -2.189577E-4
9.141250E+6,    -3.483891E-5,    -2.096444E-4
9.147500E+6,    -3.544986E-5,    -2.251118E-4
9.153750E+6,    -4.008412E-5,    -2.155751E-4
9.160000E+6,    -4.011393E-5,    -1.997054E-4
9.166250E+6,    -2.200156E-5,    -2.065375E-4
9.172500E+6,    -1.044571E-5,    -2.164319E-4
9.178750E+6,    -3.600121E-5,    -2.121776E-4
9.185000E+6,    -3.731251E-5,    -2.089292E-4
9.191250E+6,    -3.571808E-5,    -2.311766E-4
9.197500E+6,    -5.279481E-5,    -2.114773E-4
9.203750E+6,    -2.560019E-5,    -2.218932E-4
9.210000E+6,    -9.648502E-6,    -2.073646E-4
9.216250E+6,    -3.266335E-5,    -2.088994E-4
9.222500E+6,    -3.409386E-5,    -2.057254E-4
9.228750E+6,    -2.166629E-5,    -2.348870E-4
9.235000E+6,    -2.552569E-5,    -2.092943E-4
9.241250E+6,    -2.321601E-5,    -2.347529E-4
9.247500E+6,    -2.908707E-5,    -2.219826E-4
9.253750E+6,    -4.510581E-5,    -2.204478E-4
9.260000E+6,    -4.173815E-5,    -2.115965E-4
9.266250E+6,    -3.191829E-5,    -2.183467E-4
9.272500E+6,    -2.028048E-5,    -2.099499E-4
9.278750E+6,    -2.963841E-5,    -2.247244E-4
9.285000E+6,    -4.890561E-5,    -2.169609E-4
9.291250E+6,    -2.861023E-5,    -2.312064E-4
9.297500E+6,    -4.744530E-5,    -2.042353E-4
9.303750E+6,    -3.744662E-5,    -2.117157E-4
9.310000E+6,    -2.089143E-5,    -2.352446E-4
9.316250E+6,    -6.683171E-6,    -2.145320E-4
9.322500E+6,    -2.297759E-5,    -2.318919E-4
9.328750E+6,    -2.376735E-5,    -2.318323E-4
9.335000E+6,    -4.792213E-5,    -2.293587E-4
9.341250E+6,    -3.136694E-5,    -2.341568E-4
9.347500E+6,    -3.948808E-5,    -2.335608E-4
9.353750E+6,    -3.261864E-5,    -2.529621E-4
9.360000E+6,    -3.609061E-5,    -2.244711E-4
9.366250E+6,    -3.540516E-5,    -2.273619E-4
9.372500E+6,    -4.154444E-5,    -2.332926E-4
9.378750E+6,    -3.740191E-5,    -2.462268E-4
9.385000E+6,    -3.242493E-5,    -2.403259E-4
9.391250E+6,    -5.000830E-5,    -2.540797E-4
