SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 3:31 PM

STIMULUS, REAL, IMAGINARY

8.560000E+6,    -7.152557E-6,    -1.650453E-4
8.566250E+6,    -1.461059E-5,    -1.514852E-4
8.572500E+6,    -3.512204E-5,    -1.731962E-4
8.578750E+6,    -4.321337E-7,    -1.790375E-4
8.585000E+6,    6.362796E-6,    -1.752377E-4
8.591250E+6,    -8.933246E-6,    -1.544952E-4
8.597500E+6,    -8.642673E-6,    -1.615882E-4
8.603750E+6,    -1.535565E-5,    -1.828521E-4
8.610000E+6,    -9.506941E-6,    -1.615360E-4
8.616250E+6,    -1.922250E-6,    -1.929402E-4
8.622500E+6,    3.926456E-6,    -1.645982E-4
8.628750E+6,    -1.722574E-5,    -1.685098E-4
8.635000E+6,    1.068413E-5,    -1.679063E-4
8.641250E+6,    9.663403E-6,    -1.679510E-4
8.647500E+6,    2.950430E-6,    -1.856834E-4
8.653750E+6,    -1.174212E-5,    -1.754314E-4
8.660000E+6,    1.825392E-6,    -1.856089E-4
8.666250E+6,    -5.066395E-6,    -1.859888E-4
8.672500E+6,    -3.364682E-5,    -1.614615E-4
8.678750E+6,    -2.017617E-5,    -1.684427E-4
8.685000E+6,    -2.773106E-5,    -1.927540E-4
8.691250E+6,    -7.003546E-6,    -1.787543E-4
8.697500E+6,    1.384318E-5,    -1.611412E-4
8.703750E+6,    -7.696450E-6,    -1.716092E-4
8.710000E+6,    -2.243370E-5,    -1.891702E-4
8.716250E+6,    -1.574308E-5,    -1.891181E-4
8.722500E+6,    4.805624E-6,    -2.000481E-4
8.728750E+6,    -2.997369E-5,    -1.714602E-4
8.735000E+6,    -1.661479E-5,    -1.785681E-4
8.741250E+6,    -1.746416E-5,    -1.891032E-4
8.747500E+6,    -1.762807E-5,    -1.819357E-4
8.753750E+6,    -4.261732E-6,    -1.927316E-4
8.760000E+6,    -4.284084E-6,    -1.751408E-4
8.766250E+6,    -1.839548E-5,    -1.642257E-4
8.772500E+6,    2.227724E-6,    -1.648590E-4
8.778750E+6,    -2.001971E-5,    -1.851544E-4
8.785000E+6,    -6.310642E-6,    -1.889691E-4
8.791250E+6,    -2.767891E-5,    -1.920536E-4
8.797500E+6,    -1.321733E-5,    -1.608133E-4
8.803750E+6,    -2.110749E-5,    -1.747310E-4
8.810000E+6,    -2.108514E-5,    -1.675487E-4
8.816250E+6,    -4.235655E-5,    -1.630932E-4
8.822500E+6,    5.975366E-6,    -1.653135E-4
8.828750E+6,    -1.648068E-5,    -1.923442E-4
8.835000E+6,    -1.601875E-5,    -1.782700E-4
8.841250E+6,    4.708767E-6,    -1.722127E-4
8.847500E+6,    -3.144890E-5,    -1.809523E-4
8.853750E+6,    -2.457201E-5,    -1.813322E-4
8.860000E+6,    -3.963709E-6,    -1.789108E-4
8.866250E+6,    -1.803041E-5,    -1.708865E-4
8.872500E+6,    -3.294647E-5,    -1.803935E-4
8.878750E+6,    -6.906688E-6,    -1.996756E-4
8.885000E+6,    -1.288205E-5,    -1.784265E-4
8.891250E+6,    -1.928955E-5,    -1.708493E-4
8.897500E+6,    -1.971424E-5,    -1.672134E-4
