SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 3:26 PM

STIMULUS, REAL, IMAGINARY

8.560000E+6,    -6.482005E-7,    -1.527444E-4
8.566250E+6,    6.817281E-6,    -1.801103E-4
8.572500E+6,    -2.034754E-5,    -1.619905E-4
8.578750E+6,    -1.387298E-5,    -1.856983E-4
8.585000E+6,    -3.205985E-5,    -1.727045E-4
8.591250E+6,    -6.109476E-7,    -1.564026E-4
8.597500E+6,    -1.566112E-5,    -1.567900E-4
8.603750E+6,    4.619360E-6,    -1.801178E-4
8.610000E+6,    -1.623482E-5,    -1.566485E-4
8.616250E+6,    -1.123548E-5,    -1.769438E-4
8.622500E+6,    7.778406E-6,    -1.680478E-4
8.628750E+6,    -6.921589E-6,    -1.684204E-4
8.635000E+6,    -7.227063E-6,    -1.681224E-4
8.641250E+6,    3.509223E-6,    -1.834407E-4
8.647500E+6,    -1.589954E-5,    -1.664758E-4
8.653750E+6,    9.343028E-6,    -1.818612E-4
8.660000E+6,    -1.829863E-5,    -1.885146E-4
8.666250E+6,    -1.350045E-5,    -1.801774E-4
8.672500E+6,    3.300607E-6,    -1.614019E-4
8.678750E+6,    2.816319E-6,    -1.615956E-4
8.685000E+6,    4.351139E-6,    -1.683906E-4
8.691250E+6,    -1.891702E-5,    -1.631081E-4
8.697500E+6,    -1.198798E-5,    -1.646876E-4
8.703750E+6,    -2.252311E-5,    -1.815110E-4
8.710000E+6,    -2.700090E-5,    -1.644790E-4
8.716250E+6,    -1.043826E-5,    -1.749918E-4
8.722500E+6,    2.294779E-6,    -1.685098E-4
8.728750E+6,    -5.796552E-6,    -1.989901E-4
8.735000E+6,    -1.246482E-5,    -1.715943E-4
8.741250E+6,    -2.077222E-5,    -1.694933E-4
8.747500E+6,    -4.008412E-6,    -1.801401E-4
8.753750E+6,    -3.164262E-5,    -1.861304E-4
8.760000E+6,    -2.157688E-5,    -1.692474E-4
8.766250E+6,    -1.291931E-5,    -1.780912E-4
8.772500E+6,    -1.646578E-5,    -1.645312E-4
8.778750E+6,    -3.989786E-5,    -1.906753E-4
8.785000E+6,    -4.301965E-5,    -1.767650E-4
8.791250E+6,    -2.073497E-5,    -1.830384E-4
8.797500E+6,    -1.820177E-5,    -1.606941E-4
8.803750E+6,    -2.291799E-5,    -1.757592E-4
8.810000E+6,    -2.825260E-5,    -1.875386E-4
8.816250E+6,    -1.613051E-5,    -1.778826E-4
8.822500E+6,    -3.865361E-5,    -1.749694E-4
8.828750E+6,    -1.569092E-5,    -1.850128E-4
8.835000E+6,    -2.399832E-5,    -1.790524E-4
8.841250E+6,    -2.881885E-5,    -1.941174E-4
8.847500E+6,    -4.407763E-5,    -1.931936E-4
8.853750E+6,    -2.010912E-5,    -1.708940E-4
8.860000E+6,    -3.993511E-6,    -1.822412E-4
8.866250E+6,    -1.861155E-5,    -1.809001E-4
8.872500E+6,    -2.735108E-5,    -1.751930E-4
8.878750E+6,    -4.820526E-6,    -1.821369E-4
8.885000E+6,    -1.170486E-5,    -1.901910E-4
8.891250E+6,    -3.553182E-5,    -1.762658E-4
8.897500E+6,    -2.889335E-5,    -1.750812E-4
8.903750E+6,    -2.416968E-5,    -1.635551E-4
8.910000E+6,    -2.698600E-5,    -1.923516E-4
8.916250E+6,    -4.012883E-5,    -2.014190E-4
8.922500E+6,    -1.425296E-5,    -1.866966E-4
8.928750E+6,    -1.983345E-5,    -2.015680E-4
8.935000E+6,    -2.885610E-5,    -1.922473E-4
8.941250E+6,    -2.358854E-5,    -1.841858E-4
8.947500E+6,    4.641712E-6,    -1.837760E-4
8.953750E+6,    -2.879649E-5,    -1.989156E-4
8.960000E+6,    -8.754432E-6,    -1.958087E-4
8.966250E+6,    -3.103912E-5,    -1.918077E-4
8.972500E+6,    -3.188848E-5,    -1.881421E-4
8.978750E+6,    -1.977384E-5,    -1.793578E-4
8.985000E+6,    -1.926720E-5,    -1.827702E-4
8.991250E+6,    -4.815310E-5,    -1.829192E-4
8.997500E+6,    -2.329797E-5,    -2.111718E-4
9.003750E+6,    2.257526E-6,    -1.941845E-4
9.010000E+6,    -1.161546E-5,    -1.990721E-4
9.016250E+6,    -2.603978E-5,    -2.079308E-4
9.022500E+6,    -2.782047E-5,    -1.904666E-4
9.028750E+6,    -1.879036E-5,    -2.106577E-4
9.035000E+6,    -2.861023E-5,    -1.903474E-4
9.041250E+6,    -1.982599E-5,    -2.103820E-4
9.047500E+6,    -2.237409E-5,    -1.893416E-4
9.053750E+6,    -1.350045E-5,    -2.164766E-4
9.060000E+6,    -3.010035E-5,    -1.933649E-4
9.066250E+6,    -3.013015E-5,    -1.970232E-4
9.072500E+6,    -1.489371E-5,    -2.130792E-4
9.078750E+6,    -2.950430E-5,    -2.145022E-4
9.085000E+6,    -5.312264E-5,    -1.952499E-4
9.091250E+6,    -1.752377E-5,    -1.991168E-4
9.097500E+6,    -2.551824E-5,    -1.960397E-4
9.103750E+6,    -2.735853E-5,    -1.783893E-4
9.110000E+6,    -2.693385E-5,    -1.856908E-4
9.116250E+6,    -4.042685E-5,    -2.006292E-4
9.122500E+6,    -2.767146E-5,    -1.886114E-4
9.128750E+6,    -1.204759E-5,    -2.156273E-4
9.135000E+6,    -1.452118E-5,    -1.912490E-4
9.141250E+6,    -1.425296E-5,    -2.053306E-4
9.147500E+6,    -4.248321E-5,    -2.069622E-4
9.153750E+6,    -4.948676E-5,    -2.040267E-4
9.160000E+6,    -4.382432E-5,    -1.964420E-4
9.166250E+6,    -3.612041E-5,    -2.096295E-4
9.172500E+6,    -2.334267E-5,    -1.949668E-4
9.178750E+6,    -1.653284E-5,    -2.083704E-4
9.185000E+6,    -3.133714E-5,    -1.951382E-4
9.191250E+6,    -1.076609E-5,    -2.081096E-4
9.197500E+6,    -4.583597E-5,    -2.065450E-4
9.203750E+6,    -3.245473E-5,    -2.020225E-4
9.210000E+6,    2.384186E-6,    -2.075955E-4
9.216250E+6,    -3.299117E-5,    -2.158582E-4
9.222500E+6,    -1.861155E-5,    -2.117828E-4
9.228750E+6,    -2.652407E-5,    -2.226382E-4
9.235000E+6,    -2.741814E-5,    -2.123117E-4
9.241250E+6,    -3.488362E-5,    -2.051741E-4
9.247500E+6,    -2.145022E-5,    -2.011731E-4
9.253750E+6,    -2.112985E-5,    -2.257377E-4
9.260000E+6,    -2.139807E-5,    -2.224892E-4
9.266250E+6,    -3.677607E-5,    -2.153665E-4
