SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 3:17 PM

STIMULUS, RESPONSE

8.560000E+6,  1.579449E-4
8.566250E+6,  1.802072E-4
8.572500E+6,  1.716986E-4
8.578750E+6,  1.617000E-4
8.585000E+6,  1.705587E-4
8.591250E+6,  1.597777E-4
8.597500E+6,  1.767948E-4
8.603750E+6,  1.699477E-4
8.610000E+6,  1.904964E-4
8.616250E+6,  1.635700E-4
8.622500E+6,  1.682192E-4
8.628750E+6,  1.920238E-4
8.635000E+6,  1.870617E-4
8.641250E+6,  1.905113E-4
8.647500E+6,  1.834854E-4
8.653750E+6,  1.809001E-4
8.660000E+6,  1.739487E-4
8.666250E+6,  1.905188E-4
8.672500E+6,  1.889765E-4
8.678750E+6,  1.694411E-4
8.685000E+6,  1.906604E-4
8.691250E+6,  1.888350E-4
8.697500E+6,  1.801327E-4
8.703750E+6,  1.835600E-4
8.710000E+6,  1.767874E-4
8.716250E+6,  1.959130E-4
8.722500E+6,  1.754463E-4
8.728750E+6,  1.940727E-4
8.735000E+6,  1.880825E-4
8.741250E+6,  1.925528E-4
8.747500E+6,  1.787543E-4
8.753750E+6,  1.862571E-4
8.760000E+6,  1.954734E-4
8.766250E+6,  1.807362E-4
8.772500E+6,  1.864508E-4
8.778750E+6,  1.960844E-4
8.785000E+6,  2.006441E-4
8.791250E+6,  2.145693E-4
8.797500E+6,  1.836121E-4
8.803750E+6,  1.787692E-4
8.810000E+6,  2.075955E-4
8.816250E+6,  1.856089E-4
8.822500E+6,  1.788884E-4
8.828750E+6,  1.975521E-4
8.835000E+6,  1.879111E-4
8.841250E+6,  1.923665E-4
8.847500E+6,  1.787394E-4
8.853750E+6,  1.912639E-4
8.860000E+6,  1.787618E-4
8.866250E+6,  2.092272E-4
8.872500E+6,  1.877174E-4
8.878750E+6,  2.076030E-4
8.885000E+6,  1.994744E-4
8.891250E+6,  1.705289E-4
8.897500E+6,  1.925305E-4
8.903750E+6,  1.843795E-4
8.910000E+6,  2.043694E-4
8.916250E+6,  2.018064E-4
8.922500E+6,  1.880452E-4
8.928750E+6,  2.017543E-4
