SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 10/27/2020
TIME: 3:24 PM

STIMULUS, RESPONSE

8.560000E+6,  1.570582E-4
8.566250E+6,  1.544729E-4
8.572500E+6,  1.686439E-4
8.578750E+6,  1.597926E-4
8.585000E+6,  1.544282E-4
8.591250E+6,  1.585111E-4
8.597500E+6,  1.741648E-4
8.603750E+6,  1.574531E-4
8.610000E+6,  1.822785E-4
8.616250E+6,  1.740381E-4
8.622500E+6,  1.639277E-4
8.628750E+6,  1.633540E-4
8.635000E+6,  1.737252E-4
8.641250E+6,  1.556054E-4
8.647500E+6,  1.797304E-4
8.653750E+6,  1.671687E-4
8.660000E+6,  1.907572E-4
8.666250E+6,  1.711845E-4
8.672500E+6,  1.807883E-4
8.678750E+6,  1.752600E-4
8.685000E+6,  1.725033E-4
8.691250E+6,  1.850128E-4
8.697500E+6,  1.878440E-4
8.703750E+6,  1.769438E-4
8.710000E+6,  1.741573E-4
8.716250E+6,  1.809224E-4
8.722500E+6,  1.897290E-4
8.728750E+6,  1.769140E-4
8.735000E+6,  1.955479E-4
8.741250E+6,  1.966059E-4
8.747500E+6,  1.740009E-4
8.753750E+6,  1.702309E-4
8.760000E+6,  1.714900E-4
8.766250E+6,  2.006069E-4
8.772500E+6,  1.823530E-4
8.778750E+6,  1.731291E-4
8.785000E+6,  1.823604E-4
8.791250E+6,  1.763999E-4
8.797500E+6,  1.798719E-4
8.803750E+6,  1.955628E-4
8.810000E+6,  1.993552E-4
8.816250E+6,  1.798719E-4
8.822500E+6,  1.854226E-4
8.828750E+6,  1.713857E-4
8.835000E+6,  1.851097E-4
8.841250E+6,  1.865774E-4
8.847500E+6,  1.798794E-4
8.853750E+6,  1.895949E-4
8.860000E+6,  1.713336E-4
8.866250E+6,  1.798943E-4
8.872500E+6,  1.925901E-4
8.878750E+6,  2.131537E-4
8.885000E+6,  1.791716E-4
8.891250E+6,  1.888499E-4
8.897500E+6,  1.694709E-4
8.903750E+6,  1.828894E-4
8.910000E+6,  1.859292E-4
8.916250E+6,  1.839101E-4
8.922500E+6,  1.762360E-4
8.928750E+6,  1.964122E-4
8.935000E+6,  1.839772E-4
8.941250E+6,  2.024546E-4
8.947500E+6,  1.980141E-4
8.953750E+6,  1.984537E-4
8.960000E+6,  1.888275E-4
8.966250E+6,  1.888797E-4
8.972500E+6,  1.856536E-4
8.978750E+6,  2.109930E-4
8.985000E+6,  1.946613E-4
8.991250E+6,  2.025589E-4
8.997500E+6,  1.858473E-4
9.003750E+6,  1.822785E-4
9.010000E+6,  2.144948E-4
9.016250E+6,  1.977235E-4
9.022500E+6,  1.946315E-4
9.028750E+6,  2.008677E-4
9.035000E+6,  1.965389E-4
9.041250E+6,  2.237707E-4
9.047500E+6,  2.207160E-4
9.053750E+6,  2.007261E-4
9.060000E+6,  1.924932E-4
9.066250E+6,  2.247915E-4
9.072500E+6,  1.912341E-4
9.078750E+6,  2.328008E-4
9.085000E+6,  1.988783E-4
9.091250E+6,  2.337173E-4
9.097500E+6,  2.135262E-4
9.103750E+6,  1.884326E-4
9.110000E+6,  2.013296E-4
9.116250E+6,  2.044588E-4
9.122500E+6,  2.015531E-4
9.128750E+6,  2.123863E-4
9.135000E+6,  2.043918E-4
9.141250E+6,  2.420396E-4
9.147500E+6,  1.821965E-4
9.153750E+6,  2.173409E-4
9.160000E+6,  2.010316E-4
9.166250E+6,  2.354980E-4
9.172500E+6,  2.073646E-4
9.178750E+6,  2.134591E-4
9.185000E+6,  2.136230E-4
9.191250E+6,  2.054125E-4
9.197500E+6,  2.168864E-4
9.203750E+6,  2.293438E-4
9.210000E+6,  2.169162E-4
9.216250E+6,  2.229735E-4
9.222500E+6,  2.010018E-4
9.228750E+6,  2.137348E-4
9.235000E+6,  1.949295E-4
9.241250E+6,  2.200454E-4
9.247500E+6,  2.011806E-4
9.253750E+6,  2.088621E-4
9.260000E+6,  2.170578E-4
9.266250E+6,  2.138242E-4
9.272500E+6,  2.170801E-4
9.278750E+6,  2.107620E-4
9.285000E+6,  2.108216E-4
9.291250E+6,  2.266988E-4
9.297500E+6,  2.139136E-4
9.303750E+6,  2.238080E-4
9.310000E+6,  2.335012E-4
9.316250E+6,  2.300218E-4
9.322500E+6,  2.177209E-4
9.328750E+6,  2.298877E-4
9.335000E+6,  2.235696E-4
9.341250E+6,  2.487153E-4
9.347500E+6,  2.118126E-4
9.353750E+6,  2.027303E-4
9.360000E+6,  2.056062E-4
9.366250E+6,  2.302453E-4
9.372500E+6,  2.080053E-4
9.378750E+6,  2.394468E-4
9.385000E+6,  2.299026E-4
9.391250E+6,  2.360716E-4
9.397500E+6,  2.159476E-4
9.403750E+6,  2.428517E-4
9.410000E+6,  2.459735E-4
9.416250E+6,  2.329350E-4
9.422500E+6,  2.521276E-4
9.428750E+6,  2.487004E-4
9.435000E+6,  2.243668E-4
9.441250E+6,  2.309158E-4
9.447500E+6,  2.490431E-4
9.453750E+6,  2.362505E-4
9.460000E+6,  2.270341E-4
9.466250E+6,  2.394766E-4
9.472500E+6,  2.428293E-4
9.478750E+6,  2.336204E-4
9.485000E+6,  2.310276E-4
9.491250E+6,  2.407655E-4
9.497500E+6,  2.205893E-4
9.503750E+6,  2.392605E-4
9.510000E+6,  2.522767E-4
9.516250E+6,  2.239197E-4
9.522500E+6,  2.491921E-4
9.528750E+6,  2.507567E-4
9.535000E+6,  2.445728E-4
9.541250E+6,  2.436116E-4
9.547500E+6,  2.534240E-4
9.553750E+6,  2.435520E-4
9.560000E+6,  2.492219E-4
9.566250E+6,  2.556443E-4
9.572500E+6,  2.556741E-4
9.578750E+6,  2.462119E-4
9.585000E+6,  2.569705E-4
9.591250E+6,  2.344400E-4
9.597500E+6,  2.508163E-4
9.603750E+6,  2.525300E-4
9.610000E+6,  2.432391E-4
9.616250E+6,  2.495795E-4
9.622500E+6,  2.685636E-4
9.628750E+6,  2.596676E-4
9.635000E+6,  2.594441E-4
9.641250E+6,  2.451837E-4
9.647500E+6,  2.421066E-4
9.653750E+6,  2.712458E-4
9.660000E+6,  2.724975E-4
9.666250E+6,  2.716929E-4
9.672500E+6,  2.593696E-4
9.678750E+6,  2.563149E-4
9.685000E+6,  2.534389E-4
9.691250E+6,  2.720654E-4
9.697500E+6,  2.568513E-4
9.703750E+6,  2.700388E-4
9.710000E+6,  2.582222E-4
9.716250E+6,  2.726912E-4
9.722500E+6,  2.479851E-4
9.728750E+6,  2.512038E-4
9.735000E+6,  2.795607E-4
9.741250E+6,  2.715886E-4
9.747500E+6,  2.499968E-4
9.753750E+6,  2.874881E-4
9.760000E+6,  2.681315E-4
9.766250E+6,  2.622753E-4
9.772500E+6,  2.692938E-4
9.778750E+6,  2.747625E-4
9.785000E+6,  2.603084E-4
9.791250E+6,  2.757013E-4
9.797500E+6,  2.702922E-4
9.803750E+6,  2.953857E-4
9.810000E+6,  2.774298E-4
9.816250E+6,  2.727807E-4
9.822500E+6,  2.730340E-4
9.828750E+6,  3.021508E-4
9.835000E+6,  2.649128E-4
9.841250E+6,  3.023744E-4
9.847500E+6,  2.820194E-4
9.853750E+6,  2.921969E-4
9.860000E+6,  2.773553E-4
9.866250E+6,  2.832860E-4
9.872500E+6,  2.641678E-4
9.878750E+6,  3.255159E-4
9.885000E+6,  2.855510E-4
9.891250E+6,  2.786666E-4
9.897500E+6,  2.831072E-4
9.903750E+6,  3.025383E-4
9.910000E+6,  2.924502E-4
9.916250E+6,  2.834052E-4
9.922500E+6,  2.798438E-4
9.928750E+6,  2.939254E-4
9.935000E+6,  2.937764E-4
9.941250E+6,  3.122240E-4
9.947500E+6,  3.027320E-4
9.953750E+6,  2.980679E-4
9.960000E+6,  3.014058E-4
9.966250E+6,  2.827942E-4
9.972500E+6,  2.790093E-4
9.978750E+6,  3.046989E-4
9.985000E+6,  3.025085E-4
9.991250E+6,  3.027916E-4
9.997500E+6,  3.000796E-4
1.000375E+7,  3.048778E-4
1.001000E+7,  2.836138E-4
1.001625E+7,  3.169030E-4
1.002250E+7,  3.043562E-4
1.002875E+7,  3.115535E-4
1.003500E+7,  2.874285E-4
1.004125E+7,  3.085881E-4
1.004750E+7,  3.071725E-4
1.005375E+7,  2.959371E-4
1.006000E+7,  2.939254E-4
1.006625E+7,  3.059059E-4
1.007250E+7,  3.040731E-4
1.007875E+7,  3.264397E-4
1.008500E+7,  3.276318E-4
